Protein_ID,Binding_Affinity,Grid_Center,Grid_Size,Status,Message,Timestamp
GKS65435.1,-5.943,"(1.217, 5.867, -2.646)","(46.256, 57.623, 66.249)",Success,OK,2026-01-04T02:12:00.555845
GKS65449.1,-5.776,"(-0.353, -4.171, 0.039)","(44.112, 50.195, 46.722)",Success,OK,2026-01-04T02:12:12.138591
GKS65547.1,-5.773,"(-1.378, -4.966, -2.802)","(74.544, 71.477, 87.908)",Success,OK,2026-01-04T02:12:30.468871
GKS65563.1,-5.247,"(-2.725, -2.628, -4.557)","(53.364, 53.572, 72.423)",Success,OK,2026-01-04T02:12:43.712437
GKS65573.1,-6.444,"(-5.831, -5.616, -1.545)","(61.764, 66.38, 83.4)",Success,OK,2026-01-04T02:13:00.693961
GKS65645.1,-6.308,"(6.548, -0.283, 2.424)","(74.332, 63.078, 126.0)",Success,OK,2026-01-04T02:13:18.285248
GKS65687.1,-5.635,"(-14.682, -2.638, -8.883)","(80.212, 62.782, 78.019)",Success,OK,2026-01-04T02:13:35.307476
GKS65700.1,-5.034,"(0.492, -1.438, -3.26)","(42.344, 48.384, 45.017)",Success,OK,2026-01-04T02:13:47.119985
GKS65706.1,-5.38,"(20.822, -6.667, -4.823)","(104.002, 67.484, 70.282)",Success,OK,2026-01-04T02:14:04.837853
GKS65753.1,-5.474,"(-16.549, 0.142, -13.533)","(92.556, 53.992, 88.439)",Success,OK,2026-01-04T02:14:22.251267
GKS65757.1,-5.973,"(-1.541, 1.623, -5.068)","(72.782, 62.627, 71.896)",Success,OK,2026-01-04T02:14:38.908850
GKS65768.1,-4.719,"(-0.105, -23.661, -6.693)","(111.143, 96.14, 56.998)",Success,OK,2026-01-04T02:14:55.809113
GKS65775.1,-5.8,"(1.963, -2.235, -2.787)","(60.312, 59.463, 64.791)",Success,OK,2026-01-04T02:15:10.353628
GKS65828.1,-4.77,"(-2.244, -10.275, -25.144)","(76.236, 99.244, 126.0)",Success,OK,2026-01-04T02:15:32.438000
GKS65859.1,-5.01,"(5.616, 11.253, -1.827)","(88.234, 113.177, 115.421)",Success,OK,2026-01-04T02:15:57.254831
GKS65884.1,-5.011,"(-4.812, 18.864, 8.059)","(45.524, 72.609, 60.448)",Success,OK,2026-01-04T02:16:10.163259
GKS65906.1,-6.349,"(2.889, -0.044, 1.614)","(51.193, 54.701, 56.723)",Success,OK,2026-01-04T02:16:22.502398
GKS65910.1,-7.888,"(-1.961, -7.809, -7.109)","(65.123, 77.546, 72.688)",Success,OK,2026-01-04T02:16:40.189229
GKS65917.1,-5.392,"(-2.041, 1.722, 2.546)","(56.964, 57.346, 57.582)",Success,OK,2026-01-04T02:16:53.058093
GKS65934.1,-6.087,"(3.158, 2.997, 3.356)","(81.019, 66.262, 101.584)",Success,OK,2026-01-04T02:17:12.896183
GKS66002.1,-4.998,"(-1.261, 0.04, -2.083)","(42.651, 48.092, 62.342)",Success,OK,2026-01-04T02:17:24.662754
GKS66028.1,-4.91,"(5.538, -4.938, -1.431)","(76.803, 77.736, 126.0)",Success,OK,2026-01-04T02:17:44.819846
GKS66120.1,-5.57,"(-1.688, -2.126, -4.444)","(62.199, 56.023, 66.598)",Success,OK,2026-01-04T02:17:58.730816
GKS66121.1,-5.249,"(0.662, 0.595, -5.894)","(69.999, 64.813, 73.384)",Success,OK,2026-01-04T02:18:14.753707
GKS66123.1,-5.545,"(-12.633, 2.493, 6.326)","(89.492, 68.142, 126.0)",Success,OK,2026-01-04T02:18:35.142480
GKS66148.1,-5.412,"(2.094, 3.829, 5.023)","(65.791, 64.813, 100.535)",Success,OK,2026-01-04T02:18:53.208497
GKS66194.1,-4.292,"(-15.251, -17.633, 10.563)","(79.431, 90.557, 70.949)",Success,OK,2026-01-04T02:19:09.759834
GKS66202.1,-7.151,"(4.973, 5.147, 2.557)","(67.92, 70.718, 69.88)",Success,OK,2026-01-04T02:19:26.440610
GKS66206.1,-5.803,"(4.311, -3.636, -2.957)","(60.058, 58.496, 77.893)",Success,OK,2026-01-04T02:19:41.107673
GKS66223.1,-5.781,"(-2.143, -2.331, -13.813)","(55.214, 67.449, 98.589)",Success,OK,2026-01-04T02:19:56.933655
GKS66256.1,-5.746,"(14.545, -26.702, -1.94)","(85.984, 102.373, 59.407)",Success,OK,2026-01-04T02:20:13.960031
GKS66272.1,-5.065,"(-0.527, -1.01, -11.407)","(70.623, 74.428, 125.878)",Success,OK,2026-01-04T02:20:35.111149
GKS66295.1,-5.259,"(3.879, -25.063, -2.227)","(61.978, 110.36, 62.88)",Success,OK,2026-01-04T02:20:53.227710
GKS66316.1,-5.197,"(-7.902, -3.671, -2.405)","(73.616, 61.745, 85.121)",Success,OK,2026-01-04T02:21:08.961272
GKS66399.1,-5.677,"(18.995, 0.061, -0.227)","(92.012, 69.591, 76.562)",Success,OK,2026-01-04T02:21:27.447120
GKS66421.1,-6.11,"(-2.821, -2.555, -8.758)","(55.134, 62.792, 79.296)",Success,OK,2026-01-04T02:21:42.544657
GKS66464.1,-5.299,"(3.448, 1.472, -2.419)","(66.966, 56.883, 56.974)",Success,OK,2026-01-04T02:21:57.030474
GKS66490.1,-5.444,"(17.329, 3.355, -4.819)","(89.865, 68.565, 88.124)",Success,OK,2026-01-04T02:22:15.779942
GKS66726.1,-5.195,"(-0.556, 3.953, 3.533)","(52.588, 49.314, 67.451)",Success,OK,2026-01-04T02:22:28.594529
GKS66811.1,-5.448,"(2.677, 7.901, -1.52)","(61.302, 74.476, 67.12)",Success,OK,2026-01-04T02:22:44.139273
GKS66852.1,-5.577,"(-0.028, -1.49, 0.064)","(42.12, 53.355, 68.939)",Success,OK,2026-01-04T02:22:56.394215
GKS66924.1,-6.203,"(-3.873, -0.808, 1.712)","(62.585, 59.48, 72.174)",Success,OK,2026-01-04T02:23:11.492258
GKS67007.1,-5.691,"(6.019, 2.91, 3.926)","(72.015, 79.448, 74.531)",Success,OK,2026-01-04T02:23:29.450029
GKS67142.1,-6.091,"(-4.181, -6.264, -0.117)","(63.323, 60.847, 73.265)",Success,OK,2026-01-04T02:23:44.637423
GKS67237.1,-5.049,"(-15.977, 1.064, -4.833)","(79.464, 46.0, 74.139)",Success,OK,2026-01-04T02:23:59.426616
GKS67298.1,-5.259,"(-2.242, -0.182, -1.043)","(52.351, 50.55, 50.922)",Success,OK,2026-01-04T02:24:11.172329
GKS67419.1,-5.819,"(-3.845, 0.953, -0.271)","(54.946, 60.999, 61.156)",Success,OK,2026-01-04T02:24:24.279593
GKS67485.1,-4.225,"(4.591, 0.362, -20.228)","(58.665, 68.669, 94.598)",Success,OK,2026-01-04T02:24:40.198930
GKS67490.1,-4.842,"(5.07, -1.713, -22.618)","(54.328, 55.795, 87.148)",Success,OK,2026-01-04T02:24:55.392297
GKS67670.1,-5.341,"(12.366, -17.485, 29.844)","(71.794, 115.185, 126.0)",Success,OK,2026-01-04T02:25:18.762847
GKS67716.1,-5.378,"(1.224, 4.918, -0.562)","(45.838, 55.263, 52.811)",Success,OK,2026-01-04T02:25:31.043669
GKS67746.1,-5.664,"(3.191, 0.471, -3.404)","(64.524, 56.164, 68.977)",Success,OK,2026-01-04T02:25:45.809189
GKS67763.1,-5.857,"(-0.131, 2.677, -2.637)","(58.201, 62.912, 65.077)",Success,OK,2026-01-04T02:26:00.024275
GKS67850.1,-5.186,"(-2.454, -9.165, 26.005)","(57.827, 91.588, 119.68)",Success,OK,2026-01-04T02:26:20.187368
GKS67891.1,-5.779,"(13.269, 2.409, 0.816)","(78.375, 74.284, 69.057)",Success,OK,2026-01-04T02:26:37.977899
KGO97494.1,-5.526,"(-1.1, 1.97, 1.405)","(57.432, 52.71, 59.475)",Success,OK,2026-01-04T02:26:50.884403
KGO97615.1,-4.975,"(9.3, 7.495, -7.688)","(72.753, 73.535, 92.904)",Success,OK,2026-01-04T02:27:07.709192
KGO97649.1,-5.469,"(-3.082, 5.786, -9.462)","(64.206, 59.337, 121.295)",Success,OK,2026-01-04T02:27:24.967660
KGO97663.1,-5.16,"(-16.916, -18.888, -14.008)","(87.638, 91.437, 89.813)",Success,OK,2026-01-04T02:27:43.391848
KGO97693.1,-4.912,"(-3.537, -0.462, -3.578)","(58.721, 67.156, 112.101)",Success,OK,2026-01-04T02:28:00.011010
KGO97766.1,-6.355,"(-3.266, -0.2, -11.624)","(66.348, 57.456, 84.86)",Success,OK,2026-01-04T02:28:16.963190
KGO97825.1,-4.633,"(3.652, 1.311, -4.271)","(47.791, 54.433, 58.218)",Success,OK,2026-01-04T02:28:29.751831
KGO97945.1,-5.078,"(-0.099, -2.178, -3.852)","(52.497, 57.063, 60.085)",Success,OK,2026-01-04T02:28:42.441972
KGO97970.1,-4.924,"(0.728, 0.723, -1.777)","(52.224, 59.268, 61.929)",Success,OK,2026-01-04T02:28:56.709771
KGO98045.1,-4.674,"(1.841, -1.774, 4.415)","(59.426, 65.304, 90.212)",Success,OK,2026-01-04T02:29:12.713546
KGO98071.1,-6.783,"(8.292, -0.801, -0.48)","(67.956, 60.325, 75.473)",Success,OK,2026-01-04T02:29:28.600427
KGO98261.1,-5.241,"(0.383, 2.525, 7.433)","(49.457, 61.432, 76.788)",Success,OK,2026-01-04T02:29:42.930754
KGO98294.1,-5.633,"(-1.832, -7.9, -6.134)","(52.065, 65.853, 64.996)",Success,OK,2026-01-04T02:29:57.449024
KGO98313.1,-5.06,"(2.602, -0.33, -7.811)","(67.445, 55.214, 126.0)",Success,OK,2026-01-04T02:30:14.582329
KGO98479.1,-5.326,"(2.864, 0.314, -3.783)","(48.378, 52.248, 58.384)",Success,OK,2026-01-04T02:30:26.790111
KGO98649.1,-5.095,"(-25.002, -0.807, 3.268)","(103.953, 50.358, 74.081)",Success,OK,2026-01-04T02:30:43.195227
KGO98651.1,-6.118,"(-1.109, 2.104, -0.881)","(57.424, 63.548, 88.915)",Success,OK,2026-01-04T02:30:59.932379
KGO98676.1,-5.045,"(2.357, -0.779, 14.754)","(45.716, 52.399, 91.266)",Success,OK,2026-01-04T02:31:13.552702
KGO98793.1,-5.476,"(1.449, -3.628, -5.016)","(65.0, 63.933, 74.23)",Success,OK,2026-01-04T02:31:29.689589
KGO98842.1,-4.18,"(-1.915, -7.24, 7.475)","(107.763, 107.854, 123.279)",Success,OK,2026-01-04T02:31:54.771094
KGO98873.1,-5.49,"(-1.252, -0.833, -1.116)","(64.425, 61.017, 65.717)",Success,OK,2026-01-04T02:32:09.997626
KGO98981.1,-5.061,"(8.792, 19.151, 3.711)","(75.453, 99.556, 87.914)",Success,OK,2026-01-04T02:32:30.583841
KGO99308.1,-6.404,"(0.15, 2.178, -0.863)","(50.96, 67.692, 57.385)",Success,OK,2026-01-04T02:32:44.244839
KGO99309.1,-6.656,"(9.735, 0.439, -6.101)","(113.457, 86.85, 110.556)",Success,OK,2026-01-04T02:33:06.813710
KGO99456.1,-5.258,"(-1.064, -8.202, -4.498)","(61.613, 99.732, 94.188)",Success,OK,2026-01-04T02:33:25.439286
KGO99472.1,-5.645,"(-5.968, -8.96, 1.571)","(80.458, 86.513, 85.259)",Success,OK,2026-01-04T02:33:45.046957
KGO99607.1,-5.983,"(-6.377, -3.556, 0.509)","(73.936, 77.554, 70.387)",Success,OK,2026-01-04T02:34:03.813968
KGO99646.1,-5.771,"(7.471, -7.87, 1.963)","(83.036, 61.333, 62.633)",Success,OK,2026-01-04T02:34:18.049122
KGO99649.1,-5.242,"(-6.267, 1.317, -0.275)","(90.722, 101.071, 83.439)",Success,OK,2026-01-04T02:34:36.888246
KGO99663.1,-6.206,"(-0.617, -1.421, -0.106)","(60.739, 59.767, 63.132)",Success,OK,2026-01-04T02:34:51.681048
KGO99696.1,-6.257,"(2.05, -1.154, -3.502)","(52.781, 56.997, 75.583)",Success,OK,2026-01-04T02:35:06.537511
KGO99886.1,-5.226,"(-2.073, -3.5, -1.389)","(102.31, 82.808, 76.44)",Success,OK,2026-01-04T02:35:27.742572
KGO99910.1,-6.197,"(-2.408, -4.101, -18.51)","(65.954, 61.492, 113.24)",Success,OK,2026-01-04T02:35:45.858458
KGP77780.1,-5.858,"(1.955, -5.496, -0.497)","(71.038, 75.319, 85.415)",Success,OK,2026-01-04T02:36:04.134334
KGP77931.1,-5.088,"(-5.653, -0.988, -2.316)","(58.532, 55.229, 86.787)",Success,OK,2026-01-04T02:36:18.359749
KGP78077.1,-4.767,"(3.348, 0.602, -4.6)","(59.689, 59.686, 57.721)",Success,OK,2026-01-04T02:36:31.914012
KGP78312.1,-5.14,"(-1.345, 0.407, 1.367)","(64.251, 57.201, 63.819)",Success,OK,2026-01-04T02:36:45.794421
KGP78419.1,-7.022,"(-2.472, -2.876, -0.002)","(71.305, 78.987, 74.474)",Success,OK,2026-01-04T02:37:03.538497
KGP78429.1,-5.096,"(-2.564, -15.338, -19.927)","(74.6, 91.636, 119.666)",Success,OK,2026-01-04T02:37:25.587113
KGP78698.1,-5.694,"(4.148, -2.119, -5.786)","(72.435, 78.239, 94.439)",Success,OK,2026-01-04T02:37:45.952822
KGP79109.1,-6.603,"(-2.404, 0.136, 0.577)","(74.036, 62.736, 72.53)",Success,OK,2026-01-04T02:38:03.321466
KGP79552.1,-5.985,"(-10.475, 7.077, 5.806)","(95.338, 71.017, 77.734)",Success,OK,2026-01-04T02:38:21.600406
KGP81049.1,-5.443,"(-13.937, -15.956, 10.863)","(100.417, 77.828, 87.824)",Success,OK,2026-01-04T02:38:42.129710
KGP81557.1,-5.137,"(-4.171, -8.067, -21.286)","(63.153, 92.067, 100.798)",Success,OK,2026-01-04T02:39:00.650414
KGP82760.1,-6.09,"(2.221, -1.436, -2.398)","(63.126, 60.97, 72.776)",Success,OK,2026-01-04T02:39:15.642961
KGP82971.1,-6.398,"(0.127, -3.469, 0.136)","(70.374, 76.098, 76.08)",Success,OK,2026-01-04T02:39:34.274424
KGP83741.1,-5.619,"(2.16, 4.937, 0.512)","(74.175, 66.243, 58.259)",Success,OK,2026-01-04T02:39:48.308250
KGP83888.1,-5.435,"(-1.161, -0.379, -0.446)","(46.384, 66.529, 94.034)",Success,OK,2026-01-04T02:40:02.824361
KGP84074.1,-5.816,"(0.987, 0.84, -3.788)","(61.668, 59.026, 66.317)",Success,OK,2026-01-04T02:40:17.745115
KGP84171.1,-4.64,"(-1.932, -0.202, 1.068)","(47.522, 46.052, 54.778)",Success,OK,2026-01-04T02:40:29.714105
KGP84280.1,-6.325,"(-0.687, -1.058, -0.52)","(43.633, 48.039, 47.555)",Success,OK,2026-01-04T02:40:40.711405
KGP84769.1,-4.76,"(3.643, 8.022, 1.105)","(95.64, 78.01, 126.0)",Success,OK,2026-01-04T02:41:03.526802
KGP84772.1,-5.772,"(-4.001, 4.22, 4.844)","(65.347, 77.031, 81.474)",Success,OK,2026-01-04T02:41:20.515624
KGP85340.1,-6.676,"(-0.148, 0.497, 1.005)","(47.794, 60.95, 55.52)",Success,OK,2026-01-04T02:41:33.125737
KGP85414.1,-6.179,"(-0.521, -9.19, 5.4)","(55.671, 78.394, 84.259)",Success,OK,2026-01-04T02:41:50.436268
KGP85887.1,-5.683,"(-3.379, -4.486, -8.574)","(67.774, 77.353, 83.45)",Success,OK,2026-01-04T02:42:08.716550
KGP85889.1,-5.269,"(-0.188, -4.363, 2.66)","(48.953, 53.097, 59.64)",Success,OK,2026-01-04T02:42:21.597347
KGP86041.1,-6.043,"(8.94, -4.135, -3.296)","(116.338, 71.043, 81.167)",Success,OK,2026-01-04T02:42:42.082705
KGP86047.1,-6.776,"(0.695, 1.016, -4.867)","(65.786, 71.133, 81.816)",Success,OK,2026-01-04T02:43:00.529235
KGP86063.1,-4.765,"(-6.125, -6.623, -23.184)","(72.731, 83.486, 107.361)",Success,OK,2026-01-04T02:43:18.421942
KGP86136.1,-5.672,"(-5.786, -2.633, -4.05)","(73.052, 66.681, 93.106)",Success,OK,2026-01-04T02:43:35.985637
KGP86193.1,-5.857,"(4.194, 23.011, 9.534)","(61.3, 105.355, 78.094)",Success,OK,2026-01-04T02:43:55.188004
KGP86211.1,-5.55,"(0.242, -2.106, -0.841)","(55.856, 57.328, 67.581)",Success,OK,2026-01-04T02:44:09.423996
KGP86275.1,-6.071,"(0.29, -2.712, 0.434)","(59.283, 58.65, 69.227)",Success,OK,2026-01-04T02:44:24.144927
KGP86295.1,-6.295,"(-0.198, -0.784, -3.147)","(66.234, 56.615, 80.976)",Success,OK,2026-01-04T02:44:40.399069
KGP86311.1,-5.152,"(10.828, -2.373, 9.067)","(87.458, 101.665, 103.842)",Success,OK,2026-01-04T02:44:59.996009
KGP86361.1,-5.653,"(-1.938, 0.021, 1.893)","(65.699, 71.053, 62.038)",Success,OK,2026-01-04T02:45:16.885993
KGP86479.1,-5.351,"(3.33, -5.07, -2.609)","(58.181, 63.527, 74.932)",Success,OK,2026-01-04T02:45:32.931089
KGP86495.1,-5.87,"(-0.389, -1.98, 5.579)","(63.287, 63.006, 82.24)",Success,OK,2026-01-04T02:45:49.414938
KGP86590.1,-5.075,"(-0.658, -1.797, 5.307)","(67.342, 59.152, 78.132)",Success,OK,2026-01-04T02:46:06.332514
KGP86712.1,-6.296,"(-11.723, -11.447, -13.476)","(82.952, 86.879, 96.711)",Success,OK,2026-01-04T02:46:27.645165
KGP86825.1,-6.058,"(1.241, -11.589, 0.328)","(64.816, 110.231, 81.587)",Success,OK,2026-01-04T02:46:47.289378
KGP86862.1,-5.046,"(-4.45, 1.778, -9.01)","(60.907, 72.22, 85.345)",Success,OK,2026-01-04T02:47:05.161020
KGP86907.1,-5.532,"(-1.351, 3.32, 1.991)","(64.161, 65.394, 84.409)",Success,OK,2026-01-04T02:47:22.704698
KGP86942.1,-5.867,"(3.601, -7.665, 2.768)","(60.229, 61.077, 65.177)",Success,OK,2026-01-04T02:47:36.312705
KGP87073.1,-5.039,"(0.024, 0.736, 0.591)","(62.107, 58.453, 51.999)",Success,OK,2026-01-04T02:47:49.257957
KGP87081.1,-5.694,"(-2.431, -3.451, 6.139)","(63.883, 75.829, 125.024)",Success,OK,2026-01-04T02:48:09.297210
KGP87089.1,-5.775,"(-0.447, -6.97, -1.223)","(56.808, 74.294, 93.917)",Success,OK,2026-01-04T02:48:27.098498
KGP87098.1,-4.756,"(4.009, 4.692, -12.429)","(86.311, 64.238, 119.11)",Success,OK,2026-01-04T02:48:44.504179
KGP87130.1,-5.211,"(3.584, 11.328, 13.5)","(57.439, 71.63, 120.42)",Success,OK,2026-01-04T02:49:02.334014
KGP87194.1,-5.609,"(0.739, -10.744, -4.135)","(43.686, 63.478, 52.151)",Success,OK,2026-01-04T02:49:14.333290
KGP87256.1,-6.086,"(1.983, -0.854, 1.665)","(59.839, 53.735, 55.463)",Success,OK,2026-01-04T02:49:27.266545
KGP87309.1,-6.676,"(2.778, 2.909, -2.229)","(58.374, 64.526, 61.713)",Success,OK,2026-01-04T02:49:42.398076
KGP87349.1,-5.501,"(0.575, 4.483, -3.517)","(58.682, 68.91, 87.244)",Success,OK,2026-01-04T02:49:59.991923
KGP87388.1,-5.692,"(17.037, -3.704, 2.596)","(99.239, 63.588, 75.314)",Success,OK,2026-01-04T02:50:18.244557
KGP87426.1,-6.083,"(7.816, -2.795, 2.182)","(74.716, 65.331, 75.61)",Success,OK,2026-01-04T02:50:34.773063
KGP87490.1,-5.552,"(-6.587, -4.921, -5.017)","(77.161, 109.67, 117.656)",Success,OK,2026-01-04T02:50:58.596848
KGP87513.1,-4.892,"(10.403, -4.803, 23.465)","(78.524, 55.925, 111.761)",Success,OK,2026-01-04T02:51:15.880261
KGP87667.1,-4.909,"(2.496, 1.495, 16.172)","(70.216, 64.301, 118.166)",Success,OK,2026-01-04T02:51:32.738693
KGP87740.1,-5.687,"(1.751, -0.239, -6.951)","(65.672, 81.209, 99.447)",Success,OK,2026-01-04T02:51:51.998287
KGP88046.1,-5.596,"(-5.579, 0.136, 1.704)","(73.789, 41.916, 66.028)",Success,OK,2026-01-04T02:52:05.190166
KGP88451.1,-7.262,"(1.203, -1.393, 1.22)","(62.998, 54.563, 58.961)",Success,OK,2026-01-04T02:52:19.526453
KGP88483.1,-6.211,"(-2.28, 1.742, -21.786)","(61.81, 63.942, 99.253)",Success,OK,2026-01-04T02:52:37.742116
KGP88693.1,-4.628,"(14.467, 5.511, -3.948)","(77.014, 58.818, 97.966)",Success,OK,2026-01-04T02:52:53.341003
KGP88695.1,-5.667,"(0.085, -0.978, -2.284)","(63.821, 63.794, 72.351)",Success,OK,2026-01-04T02:53:09.690003
KGP88764.1,-5.678,"(-1.235, -2.176, 2.072)","(61.185, 71.527, 64.751)",Success,OK,2026-01-04T02:53:25.819306
KGP88919.1,-5.459,"(0.736, -0.6, 0.922)","(40.786, 47.268, 66.842)",Success,OK,2026-01-04T02:53:37.405967
KGP88935.1,-5.482,"(4.247, -4.719, -21.64)","(83.547, 88.67, 126.0)",Success,OK,2026-01-04T02:54:00.074940
KGP89055.1,-6.546,"(2.025, -0.255, 0.226)","(56.627, 64.322, 65.904)",Success,OK,2026-01-04T02:54:14.025600
KGP89077.1,-5.968,"(-0.14, 0.581, -1.131)","(53.984, 49.368, 57.647)",Success,OK,2026-01-04T02:54:26.412378
KGP89412.1,-6.583,"(0.336, 4.077, 7.113)","(46.324, 44.975, 62.061)",Success,OK,2026-01-04T02:54:38.447629
KKB34097.1,-5.261,"(-7.274, 0.048, -13.735)","(74.087, 57.377, 83.517)",Success,OK,2026-01-04T02:54:54.407428
KKB35997.1,-4.891,"(-0.646, 0.093, -15.387)","(47.507, 47.788, 94.988)",Success,OK,2026-01-04T02:55:08.976929
KKB36316.1,-5.482,"(0.935, 3.101, 0.517)","(58.971, 67.301, 71.243)",Success,OK,2026-01-04T02:55:23.425847
KKB37512.1,-5.743,"(2.003, 1.136, -4.65)","(57.144, 63.809, 80.693)",Success,OK,2026-01-04T02:55:38.446543
KKB37719.1,-4.958,"(-0.533, -0.396, 30.06)","(45.182, 49.553, 116.377)",Success,OK,2026-01-04T02:55:52.498745
KKB40913.1,-5.462,"(-1.444, -2.409, -1.127)","(66.859, 65.501, 63.845)",Success,OK,2026-01-04T02:56:08.189062
KKB41271.1,-5.701,"(-0.854, -6.161, -0.715)","(60.667, 73.299, 69.927)",Success,OK,2026-01-04T02:56:25.586821
KKB41286.1,-5.072,"(-0.491, 0.127, 0.409)","(55.945, 50.782, 54.602)",Success,OK,2026-01-04T02:56:38.004363
KKB42121.1,-5.178,"(-1.569, 5.284, 0.94)","(51.943, 71.04, 63.599)",Success,OK,2026-01-04T02:56:52.357159
KKB42627.1,-4.595,"(7.194, 2.16, -4.927)","(96.953, 55.424, 95.207)",Success,OK,2026-01-04T02:57:08.803050
KKB43346.1,-5.159,"(7.473, 15.072, 5.236)","(69.699, 78.397, 62.693)",Success,OK,2026-01-04T02:57:24.018995
KKB43930.1,-4.876,"(-1.659, -0.37, -1.498)","(60.847, 57.282, 70.286)",Success,OK,2026-01-04T02:57:38.420840
KKB44227.1,-5.973,"(6.714, -1.383, -9.154)","(82.632, 49.475, 98.539)",Success,OK,2026-01-04T02:57:55.271492
KKB44262.1,-4.954,"(-15.501, 6.112, -4.62)","(102.457, 64.4, 102.655)",Success,OK,2026-01-04T02:58:16.351833
KKB44275.1,-5.909,"(-0.803, 2.017, -16.786)","(70.485, 72.831, 103.386)",Success,OK,2026-01-04T02:58:34.203833
KKB44522.1,-5.188,"(0.536, 5.956, -0.614)","(55.163, 74.795, 78.203)",Success,OK,2026-01-04T02:58:51.101238
KKB44848.1,-5.067,"(1.547, -2.17, 7.675)","(53.533, 61.246, 97.959)",Success,OK,2026-01-04T02:59:05.496030
KKB44851.1,-4.692,"(1.203, -1.175, 4.531)","(65.173, 69.244, 69.806)",Success,OK,2026-01-04T02:59:20.315950
KYC28886.1,-5.701,"(1.58, -0.288, -1.223)","(59.425, 57.45, 63.309)",Success,OK,2026-01-04T02:59:34.227560
KYC28950.1,-6.164,"(1.038, 12.076, 6.623)","(79.218, 72.109, 77.893)",Success,OK,2026-01-04T02:59:51.600770
KYC29102.1,-5.541,"(0.633, -1.031, -2.317)","(63.216, 63.407, 94.159)",Success,OK,2026-01-04T03:00:09.012675
KYC29188.1,-6.144,"(-0.965, -1.348, -2.053)","(57.287, 61.303, 62.417)",Success,OK,2026-01-04T03:00:23.223978
KYC29365.1,-5.147,"(-1.554, 1.931, 1.161)","(51.696, 56.639, 64.965)",Success,OK,2026-01-04T03:00:36.055668
KYC29452.1,-5.641,"(0.086, -3.208, -0.004)","(56.197, 58.825, 85.958)",Success,OK,2026-01-04T03:00:51.062588
KYC29520.1,-6.293,"(8.373, -2.546, 4.908)","(66.731, 53.603, 64.486)",Success,OK,2026-01-04T03:01:05.694344
KYC29560.1,-5.533,"(-1.268, 1.226, 10.374)","(46.971, 51.889, 99.484)",Success,OK,2026-01-04T03:01:19.449332
KYC29589.1,-6.547,"(-6.695, 3.849, 16.19)","(68.299, 84.35, 126.0)",Success,OK,2026-01-04T03:01:40.734195
OCM99956.1,-5.117,"(-4.752, -12.219, -1.87)","(94.578, 84.032, 62.315)",Success,OK,2026-01-04T03:01:57.998562
OCN00015.1,-4.357,"(6.896, -7.752, -9.767)","(100.578, 112.241, 99.292)",Success,OK,2026-01-04T03:02:18.119240
OCN00086.1,-5.088,"(-4.134, -2.76, -0.475)","(61.451, 57.784, 63.965)",Success,OK,2026-01-04T03:02:32.790997
OCN00092.1,-6.801,"(-1.821, -4.642, -2.77)","(69.66, 72.331, 68.979)",Success,OK,2026-01-04T03:02:49.946256
OCN00095.1,-5.051,"(-2.096, -0.237, 3.267)","(47.451, 49.294, 52.378)",Success,OK,2026-01-04T03:03:01.658181
OCN00259.1,-6.338,"(0.279, -1.982, 0.739)","(52.805, 61.475, 60.818)",Success,OK,2026-01-04T03:03:15.743850
OCN00291.1,-4.905,"(-0.223, -0.222, 2.282)","(59.867, 66.029, 64.904)",Success,OK,2026-01-04T03:03:29.269228
OCN00292.1,-5.995,"(17.377, -6.698, 0.181)","(88.467, 80.448, 72.097)",Success,OK,2026-01-04T03:03:49.031007
OCN00320.1,-5.556,"(13.749, 2.987, -5.648)","(84.813, 69.588, 111.556)",Success,OK,2026-01-04T03:04:08.854777
OCN00452.1,-7.498,"(0.75, 3.225, 2.705)","(67.155, 63.529, 86.031)",Success,OK,2026-01-04T03:04:26.554727
OCN00467.1,-5.34,"(-1.706, 2.465, -13.559)","(55.248, 63.238, 104.098)",Success,OK,2026-01-04T03:04:43.105352
OCN00491.1,-5.433,"(-3.715, 2.819, -5.364)","(71.321, 63.267, 79.726)",Success,OK,2026-01-04T03:04:58.658767
OCN00529.1,-4.911,"(-9.543, -5.386, 2.941)","(70.432, 64.9, 67.186)",Success,OK,2026-01-04T03:05:14.326776
OCN00556.1,-6.09,"(0.567, -4.045, 0.929)","(52.872, 56.436, 54.674)",Success,OK,2026-01-04T03:05:27.553981
OCN00599.1,-6.226,"(-1.306, 1.332, -5.395)","(58.327, 66.728, 69.648)",Success,OK,2026-01-04T03:05:43.490585
OCN00690.1,-4.587,"(-9.052, -9.966, -12.7)","(88.02, 77.203, 102.961)",Success,OK,2026-01-04T03:06:01.956831
OCN00720.1,-4.989,"(0.299, -2.344, 4.578)","(61.369, 74.366, 93.289)",Success,OK,2026-01-04T03:06:18.613274
OCN00725.1,-5.649,"(0.245, -3.364, 8.369)","(69.229, 63.153, 86.566)",Success,OK,2026-01-04T03:06:36.258631
OCN00737.1,-5.879,"(-1.861, 0.038, 4.712)","(54.32, 79.66, 91.355)",Success,OK,2026-01-04T03:06:52.829909
OCN00788.1,-5.775,"(-12.416, 0.313, 9.642)","(78.494, 59.8, 93.845)",Success,OK,2026-01-04T03:07:10.887646
